publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p931563,,2016-12-10T16:17:13.680Z,2016-12-10T16:19:17.648Z,174.2313234,-41.77340591,2.399593545,18.59375,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.02596211827,141.5415755,0.6327346124,0
2016p931555,,2016-12-10T16:12:53.002Z,2016-12-10T17:46:04.062Z,174.1997413,-41.8191923,2.668995575,19.53125,M,,NonLinLoc,,automatic,nz3drx,36,36,16,0.06945290361,144.4906607,1.090585965,0
2016p931553,,2016-12-10T16:11:52.719Z,2016-12-10T16:13:53.902Z,177.0374083,-39.18714001,1.817847035,30.078125,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.08380644347,122.0434944,0.3649521027,0
2016p931525,,2016-12-10T15:56:53.289Z,2016-12-10T15:58:59.156Z,168.4323303,-44.24925089,2.859254902,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2995755631,195.0818602,1.079759328,0
2016p931514,,2016-12-10T15:51:24.219Z,2016-12-10T15:53:26.696Z,177.8314404,-37.70626682,1.852106632,50.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.0644363918,235.4298721,0.8625977274,0
2016p931482,,2016-12-10T15:33:34.889Z,2016-12-10T17:41:58.476Z,173.7491976,-42.04793989,2.92061764,21.875,M,,NonLinLoc,,automatic,nz3drx,48,48,13,0.3453317885,129.8998512,1.568184066,0
2016p931481,,2016-12-10T15:33:10.928Z,2016-12-10T15:37:00.893Z,176.0688171,-40.4912195,1.981966023,16.953125,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.1005486639,61.58673864,1.101543645,0
2016p931478,,2016-12-10T15:31:57.558Z,2016-12-10T15:34:29.869Z,172.3769567,-41.73066445,3.177830466,79.0625,M,,NonLinLoc,,automatic,nz3drx,13,13,2,0.3954528764,99.00110136,0.4845384686,0
2016p931476,,2016-12-10T15:30:33.988Z,2016-12-10T15:32:19.848Z,174.1189653,-41.78012082,1.646503615,9.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.07710098157,203.4349838,0.3447173442,0
2016p931458,,2016-12-10T15:20:50.070Z,2016-12-10T15:24:21.754Z,173.4443719,-42.51132867,2.920990335,26.09375,M,,NonLinLoc,,automatic,nz3drx,35,35,12,0.1184591507,137.8721447,0.9946507969,0
2016p931441,,2016-12-10T15:12:13.598Z,2016-12-10T15:14:13.662Z,174.2307529,-41.69414565,2.271914989,15.546875,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.05808739208,112.3570463,0.514418515,0
2016p931439,,2016-12-10T15:10:43.603Z,2016-12-10T15:13:28.645Z,174.1368212,-41.72308617,2.47947202,17.890625,M,,NonLinLoc,,automatic,nz3drx,33,33,14,0.06351718143,97.71340027,0.9423407674,0
2016p931427,,2016-12-10T15:04:37.625Z,2016-12-10T15:06:44.683Z,174.0631488,-41.82186263,1.976814775,15.78125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1338719626,155.6787063,0.5632783413,0
2016p931417,,2016-12-10T14:59:12.619Z,2016-12-10T15:01:14.460Z,174.2537718,-41.64310524,2.011558819,14.140625,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1120156838,111.6879184,0.3205906596,0
2016p931399,,2016-12-10T14:49:25.423Z,2016-12-10T14:52:08.120Z,174.0358835,-42.00125406,2.683098624,16.71875,M,,NonLinLoc,,automatic,nz3drx,25,25,8,0.2849847325,152.7406859,0.7454874384,0
2016p931353,,2016-12-10T14:25:01.609Z,2016-12-10T14:27:04.150Z,174.2167927,-41.76714074,2.20039192,7.578125,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.0165413538,142.2777539,0.5253140163,0
2016p931326,,2016-12-10T14:10:37.124Z,2016-12-10T14:12:52.004Z,174.0053176,-41.91693808,2.513341874,21.40625,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.221329817,154.5504977,0.7880809758,0
2016p931315,,2016-12-10T14:04:57.642Z,2016-12-10T14:06:58.945Z,171.7208349,-42.78700249,2.047668914,34.0625,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.2136213715,147.4784186,0.88594772,0
2016p931313,,2016-12-10T14:03:59.510Z,2016-12-10T14:06:45.946Z,175.9468987,-38.7513205,2.62422857,130.625,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.5218316805,171.5423188,2.025990184,0
2016p931285,,2016-12-10T13:48:45.904Z,2016-12-10T13:51:05.116Z,176.7464169,-38.30667968,2.544845056,64.765625,M,,NonLinLoc,,automatic,nz3drx,63,63,38,0.170777199,56.17939037,0.6346316767,0
2016p931284,,2016-12-10T13:48:27.622Z,2016-12-10T13:50:37.930Z,173.9322638,-42.15005979,2.368020482,20.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.4349750257,234.0199981,1.144078519,0
2016p931273,,2016-12-10T13:42:35.708Z,2016-12-10T13:44:45.437Z,175.8195122,-39.90443776,2.508555024,7.8125,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.291633736,235.2802041,1.004261799,0
2016p931272,,2016-12-10T13:41:46.789Z,2016-12-10T13:44:59.198Z,173.7303106,-42.3260547,3.711287353,28.90625,M,,NonLinLoc,,automatic,nz3drx,77,77,48,0.1680660264,141.6726887,1.456934586,0
2016p931259,,2016-12-10T13:35:01.206Z,2016-12-10T13:37:48.553Z,174.3335858,-41.79308689,3.435368362,25.15625,M,,NonLinLoc,,automatic,nz3drx,76,76,43,0.09816150209,134.0098631,1.704427102,0
2016p931253,,2016-12-10T13:32:07.588Z,2016-12-10T13:34:29.612Z,178.7624989,-37.87505503,2.286557742,34.0625,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.2767151055,265.5294467,0.7546717004,0
2016p931229,,2016-12-10T13:19:38.487Z,2016-12-10T13:21:48.086Z,177.4911852,-37.48910002,2.63745494,90.3125,M,,NonLinLoc,,automatic,nz3drx,23,23,16,0.3445867983,195.3895766,1.457646308,0
2016p931216,,2016-12-10T13:12:22.359Z,2016-12-10T13:15:50.474Z,178.4769932,-38.07271413,2.905318008,37.8125,M,,NonLinLoc,,automatic,nz3drx,54,54,32,0.1731851739,212.7441907,1.513462233,0
2016p931207,,2016-12-10T13:07:15.711Z,2016-12-10T13:10:46.413Z,178.6133624,-38.40997802,3.062103806,39.6875,M,,NonLinLoc,,automatic,nz3drx,66,66,37,0.3313420236,230.1339864,1.323276759,0
2016p931193,,2016-12-10T13:00:07.031Z,2016-12-10T13:02:31.312Z,172.9009231,-41.26529245,2.865283667,137.1875,M,,NonLinLoc,,automatic,nz3drx,24,24,5,0.3624781263,87.7193884,1.28943804,0
2016p931165,,2016-12-10T12:44:56.306Z,2016-12-10T12:47:15.134Z,173.2600659,-42.75466798,3.078790464,21.875,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.2693808,157.234659,0.4949604469,0
2016p931113,,2016-12-10T12:17:27.652Z,2016-12-10T12:19:49.217Z,173.9928959,-41.87653144,2.447235131,21.40625,M,,NonLinLoc,,automatic,nz3drx,24,24,11,0.1812730236,140.1987001,0.8086839199,0
2016p931110,,2016-12-10T12:15:43.700Z,2016-12-10T12:18:27.714Z,173.9137733,-42.26965408,2.49047123,35.9375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.5533946608,185.8145839,0.715966072,0
2016p931101,,2016-12-10T12:10:57.111Z,2016-12-10T12:12:54.774Z,173.4208429,-42.38714794,2.028656125,12.96875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.09172545965,97.84689792,0.3386089458,0
2016p931074,,2016-12-10T11:56:13.931Z,2016-12-10T11:58:22.613Z,174.0590009,-41.80839375,1.591526508,20.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1298409927,149.1659741,0.3519843149,0
2016p931064,,2016-12-10T11:51:10.593Z,2016-12-10T11:53:23.563Z,173.7072182,-42.03837035,2.399528414,17.65625,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.3464631046,141.5450757,0.8315072101,0
2016p931043,,2016-12-10T11:40:15.702Z,2016-12-10T11:42:52.443Z,174.0857924,-41.83587339,2.19660411,12.03125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.128855343,216.855507,0.6013927451,0
2016p931028,,2016-12-10T11:31:46.178Z,2016-12-10T11:34:52.362Z,172.9619691,-42.69764735,2.881139891,21.40625,M,,NonLinLoc,,automatic,nz3drx,30,30,12,0.2749648231,112.2476309,0.6776852542,0
2016p931012,earthquake,2016-12-10T11:23:46.058Z,2016-12-12T01:12:19.747Z,174.9235238,-39.10521539,2.045656363,13.90625,M,,NonLinLoc,confirmed,manual,nz3drx,22,21,10,0.1305048962,157.0379338,0.7533439227,0
2016p930994,,2016-12-10T11:13:37.412Z,2016-12-10T11:14:59.248Z,174.2626166,-41.70842736,1.930528305,13.203125,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.05609497343,138.0546328,0.2798777312,0
2016p930992,,2016-12-10T11:12:36.489Z,2016-12-10T11:14:31.952Z,172.7845995,-42.67081575,2.588206559,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.3489489654,82.79688205,0.295146527,0
2016p930982,,2016-12-10T11:07:13.147Z,2016-12-10T11:10:08.910Z,173.8133063,-42.11488765,2.614812451,29.84375,M,,NonLinLoc,,automatic,nz3drx,34,34,12,0.3644172294,135.8507887,0.7837898042,0
2016p930941,,2016-12-10T10:45:45.055Z,2016-12-10T10:48:20.668Z,174.1767725,-41.84854899,2.406316194,16.71875,M,,NonLinLoc,,automatic,nz3drx,25,25,12,0.1020681361,146.1666863,0.6589438204,0
2016p930906,,2016-12-10T10:27:01.225Z,2016-12-10T10:29:00.470Z,173.9815758,-41.86952606,1.815328783,21.40625,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.1712109968,153.0016817,0.5378327148,0
2016p930886,,2016-12-10T10:16:13.216Z,2016-12-10T10:18:28.189Z,172.6583669,-42.60372276,2.547019575,14.375,M,,NonLinLoc,,automatic,nz3drx,23,23,7,0.3355854893,68.82106676,0.6246113916,0
2016p930865,,2016-12-10T10:05:09.315Z,2016-12-10T10:07:20.703Z,173.8848195,-42.29550808,2.656339574,37.8125,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.2833905547,165.9281057,1.537272012,0
2016p930855,,2016-12-10T10:00:01.512Z,2016-12-10T10:01:48.168Z,174.2155379,-41.7962991,1.867934536,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.04559292819,162.4573856,0.9273069239,0
2016p930853,,2016-12-10T09:58:33.775Z,2016-12-10T10:00:25.515Z,173.2247358,-42.59008061,2.149332454,20.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.2903692528,147.1625171,0.3609414516,0
2016p930837,,2016-12-10T09:50:22.850Z,2016-12-10T09:51:55.291Z,177.7903573,-39.12343504,2.208938796,14.140625,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.09401299101,118.5082196,0.2790173112,0
2016p930828,,2016-12-10T09:45:40.918Z,2016-12-10T09:47:30.012Z,176.752078,-39.92837266,1.650043093,16.953125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1310765934,105.2515506,0.6258291615,0
2016p930809,,2016-12-10T09:35:07.363Z,2016-12-10T09:37:05.904Z,176.0023584,-40.5142384,1.552945396,22.578125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.04914027691,69.65182394,0.5763546311,0
2016p930795,,2016-12-10T09:27:37.688Z,2016-12-10T09:29:51.836Z,173.6367811,-42.20819223,2.286311423,24.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.2204610224,137.2085243,0.7879854393,0
2016p930785,,2016-12-10T09:22:20.488Z,2016-12-10T09:24:21.765Z,174.2578223,-41.67825784,2.011198459,5.234375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.07990337071,123.1536143,0.4633498673,0
2016p930762,,2016-12-10T09:10:23.450Z,2016-12-10T09:12:41.436Z,174.3893657,-41.70797763,2.274927075,6.40625,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.138258729,143.9917547,0.8561011076,0
2016p930758,,2016-12-10T09:07:52.019Z,2016-12-10T09:10:25.606Z,172.9685516,-42.25548705,2.525402168,19.0625,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.4506620844,65.21065028,0.8170852832,0
2016p930746,,2016-12-10T09:01:37.705Z,2016-12-10T09:04:32.537Z,174.2438741,-41.81381256,2.317391718,13.90625,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.06662076689,162.3940289,0.4859144619,0
2016p930735,,2016-12-10T08:56:00.251Z,2016-12-10T08:59:15.481Z,173.5762833,-42.27484951,3.608465247,26.09375,M,,NonLinLoc,,automatic,nz3drx,68,68,43,0.1439670489,130.2382331,1.649304203,0
2016p930731,,2016-12-10T08:53:51.133Z,2016-12-10T08:55:56.706Z,178.5288976,-37.94275701,2.073200445,20.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1487038604,229.8183421,0.3742521068,0
2016p930654,,2016-12-10T08:12:55.127Z,2016-12-10T08:14:29.088Z,174.1548529,-41.82955513,2.030784412,11.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.09086611387,145.6437374,0.3593383722,0
2016p930638,,2016-12-10T08:03:57.952Z,2016-12-10T08:05:59.875Z,174.2992227,-41.56519968,2.010454142,25.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1969795568,109.2315645,0.5038698844,0
2016p930622,,2016-12-10T07:55:50.966Z,2016-12-10T07:58:08.715Z,174.2640939,-41.69846117,2.628476145,8.515625,M,,NonLinLoc,,automatic,nz3drx,29,29,14,0.06466749521,135.6295384,0.8181923942,0
2016p930615,,2016-12-10T07:51:51.187Z,2016-12-10T07:55:00.741Z,173.9729111,-42.3714835,2.828482598,32.1875,M,,NonLinLoc,,automatic,nz3drx,34,34,14,0.3238618507,153.3814022,0.9471977851,0
2016p930593,,2016-12-10T07:40:04.183Z,2016-12-10T07:42:24.605Z,168.6168426,-44.18086179,2.937569518,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1564652874,184.1357082,1.271494572,0
2016p930580,,2016-12-10T07:33:30.716Z,2016-12-10T07:35:44.255Z,174.085545,-42.28799988,2.483127803,24.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.4247863316,177.8994383,1.614323203,0
2016p930557,,2016-12-10T07:21:32.070Z,2016-12-10T07:23:46.388Z,171.5580511,-42.71882573,2.642359331,149.375,M,,NonLinLoc,,automatic,nz3drx,17,17,1,0.08386354488,148.7547347,2.169896259,0
2016p930522,earthquake,2016-12-10T07:02:31.781Z,2016-12-10T08:55:48.793Z,175.0651708,-39.29298643,1.938350593,24.21875,M,,NonLinLoc,confirmed,manual,nz3drx,25,20,12,0.287755422,116.576552,0.2715913405,0
2016p930492,,2016-12-10T06:46:30.523Z,2016-12-10T06:48:43.535Z,173.5327477,-42.39039922,2.425548645,17.65625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.0259804676,144.4530438,0.5601707934,0
2016p930484,,2016-12-10T06:42:02.391Z,2016-12-10T06:44:05.980Z,174.2719678,-41.68701457,1.800050877,5.234375,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.07749859245,154.2320309,0.3225513803,0
2016p930429,,2016-12-10T06:12:50.356Z,2016-12-10T06:15:00.914Z,174.1923567,-41.70302808,1.793134933,9.921875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.05011448824,100.6997145,0.2988560716,0
2016p930422,,2016-12-10T06:09:05.598Z,2016-12-10T06:11:07.696Z,174.1407713,-41.71736287,2.044843456,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.06361111487,91.3942714,0.3304723736,0
2016p930416,,2016-12-10T06:05:46.325Z,2016-12-10T06:07:48.600Z,174.8227689,-40.11288437,2.186278689,29.84375,M,,NonLinLoc,,automatic,nz3drx,23,23,12,0.3800631195,132.983737,0.6774096484,0
2016p930400,,2016-12-10T05:57:28.276Z,2016-12-10T06:00:58.514Z,178.3465079,-37.54905343,2.581983411,30.3125,M,,NonLinLoc,,automatic,nz3drx,28,28,13,0.03618323326,240.5577712,1.14517625,0
2016p930398,,2016-12-10T05:56:04.934Z,2016-12-10T05:57:49.211Z,174.2317956,-41.81179027,2.177542723,13.4375,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.06232406837,148.1204944,0.5656790359,0
2016p930382,,2016-12-10T05:48:01.661Z,2016-12-10T05:50:26.212Z,174.2089562,-41.7160277,1.687683234,17.65625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.03481988021,114.1766906,0.857668818,0
2016p930362,,2016-12-10T05:37:41.673Z,2016-12-10T05:41:24.100Z,176.7328852,-38.26876459,1.937963684,85.625,M,,NonLinLoc,,automatic,nz3drx,23,23,6,0.2972513679,194.9586264,1.544850835,0
2016p930351,,2016-12-10T05:31:31.876Z,2016-12-10T05:34:09.208Z,176.0659125,-38.64494369,2.78760968,135.3125,M,,NonLinLoc,,automatic,nz3drx,75,75,43,0.2697779298,81.85006909,1.453426581,0
2016p930349,,2016-12-10T05:30:12.672Z,2016-12-10T05:32:18.200Z,173.4476059,-42.41462758,2.651278981,9.21875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.06746675825,101.2091657,1.412738795,0
2016p930337,,2016-12-10T05:23:51.476Z,2016-12-10T05:25:31.137Z,175.8454338,-40.63124898,1.647930383,25.390625,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.123146704,86.4827751,0.3559168088,0
2016p930317,,2016-12-10T05:13:22.387Z,2016-12-10T05:15:30.220Z,173.5409011,-42.41733698,2.559732727,23.28125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.001931862892,165.2227698,0.6770426998,0
2016p930305,,2016-12-10T05:06:31.535Z,2016-12-10T05:08:23.302Z,174.1591265,-41.78046438,2.11020508,8.984375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.05092983647,140.5672689,0.3709708611,0
2016p930298,,2016-12-10T05:03:45.978Z,2016-12-10T07:35:15.722Z,174.6116617,-39.85466288,3.349615001,30.3125,M,,NonLinLoc,,automatic,nz3drx,63,63,35,0.304981166,81.20967692,2.008447228,0
2016p930297,earthquake,2016-12-10T05:02:41.069Z,2016-12-20T21:30:17.458Z,173.7936554,-42.02152634,4.070921903,6.343494892,M,,LOCSAT,confirmed,manual,iasp91,29,20,16,0.3124538362,137.5419083,0.4989180905,0
2016p930264,,2016-12-10T04:44:49.239Z,2016-12-10T04:46:20.251Z,174.186472,-41.78376875,2.056223859,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.03916201202,172.7189266,0.5003114564,0
2016p930257,,2016-12-10T04:41:05.084Z,2016-12-10T04:42:23.150Z,175.860779,-40.63003952,1.797455451,23.046875,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.1133001308,62.06856916,0.3332795247,0
2016p930251,,2016-12-10T04:37:46.288Z,2016-12-10T04:39:16.053Z,174.2270335,-41.55306597,1.666802522,29.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1979924025,92.30074203,0.8408132535,0
2016p930244,,2016-12-10T04:34:13.844Z,2016-12-10T04:37:42.618Z,173.7456542,-42.14962408,2.672992982,35.46875,M,,NonLinLoc,,automatic,nz3drx,39,39,15,0.3080784925,134.9724123,0.8407388458,0
2016p930223,,2016-12-10T04:23:17.105Z,2016-12-10T04:25:20.488Z,174.3119215,-41.64648223,2.232569966,13.671875,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.1281650394,131.7152028,0.4624493089,0
2016p930190,,2016-12-10T04:05:38.705Z,2016-12-10T04:07:26.170Z,173.781419,-42.04053787,2.108498854,26.09375,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.3321172602,159.5705892,0.5101310738,0
2016p930168,,2016-12-10T03:53:32.656Z,2016-12-10T04:22:38.731Z,177.2497439,-39.44185881,2.24493105,20.703125,M,,NonLinLoc,,automatic,nz3drx,21,21,13,0.2594077118,152.1055982,0.2696428418,0
2016p930123,,2016-12-10T03:29:43.703Z,2016-12-10T03:38:48.716Z,174.0506575,-41.9449596,3.224460609,17.65625,M,,NonLinLoc,,automatic,nz3drx,52,52,32,0.2305450701,136.1522485,1.686358351,0
2016p930108,,2016-12-10T03:22:06.915Z,2016-12-10T03:23:52.269Z,177.5346237,-37.76035468,2.032337943,51.875,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1965860177,159.340397,0.6958187764,0
2016p930106,,2016-12-10T03:21:06.402Z,2016-12-10T03:37:23.886Z,177.0960044,-39.88957764,2.429059171,65.9375,M,,NonLinLoc,,automatic,nz3drx,29,29,14,0.5301721515,192.3703942,1.287390325,0
2016p930105,,2016-12-10T03:20:21.367Z,2016-12-10T03:22:32.158Z,173.6322564,-42.31485951,2.212416415,19.0625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.122750439,155.9189507,0.9661567561,0
2016p930012,,2016-12-10T02:30:33.232Z,2016-12-10T02:34:01.246Z,173.7440865,-42.15959027,2.509672751,29.84375,M,,NonLinLoc,,automatic,nz3drx,32,32,10,0.298862747,144.9155539,0.6546946362,0
2016p930007,,2016-12-10T02:27:48.520Z,2016-12-10T02:28:45.163Z,173.2464091,-42.68584317,1.978201635,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.3460757146,164.1020038,1.035038296,0
2016p929996,,2016-12-10T02:22:10.711Z,2016-12-10T02:24:11.578Z,174.1724089,-41.71245239,2.388987151,10.859375,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.04891502477,72.67498036,0.5953523654,0
2016p929961,,2016-12-10T02:03:24.099Z,2016-12-10T02:05:47.151Z,173.5116359,-42.36642227,2.657962583,27.03125,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.05341330971,99.41444139,0.9675072414,0
2016p929957,,2016-12-10T02:01:09.139Z,2016-12-10T02:03:21.378Z,174.2095287,-41.6292928,2.017130099,27.03125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1213943393,114.8632252,0.7193558022,0
2016p929927,,2016-12-10T01:45:22.777Z,2016-12-10T01:47:35.724Z,177.7749098,-39.1296276,2.036625837,11.328125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1040768371,153.9494168,0.3880298388,0
2016p929901,,2016-12-10T01:31:37.333Z,2016-12-10T01:34:07.223Z,173.8507313,-42.03421961,2.614195399,45.3125,M,,NonLinLoc,,automatic,nz3drx,21,21,11,0.4476722613,132.9166454,0.6461215887,0
2016p929847,,2016-12-10T01:02:40.099Z,2016-12-10T01:03:52.625Z,177.1974169,-39.42777543,1.856590095,20.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2215650771,208.4084105,0.2405007814,0
2016p929825,earthquake,2016-12-10T00:51:10.881Z,2016-12-10T03:59:29.396Z,173.848445,-39.32728312,2.451322342,10.2734375,M,,NonLinLoc,confirmed,manual,nz3drx,15,10,6,0.06141050526,208.7009158,0.2244844807,0
2016p929821,,2016-12-10T00:48:52.170Z,2016-12-10T00:51:02.446Z,174.2066109,-41.85609625,2.327446033,15.78125,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.1056072012,148.0437672,0.6936102946,0
2016p929800,,2016-12-10T00:37:38.375Z,2016-12-10T00:47:05.078Z,177.0942199,-39.53045123,2.898689559,48.359375,M,,NonLinLoc,,automatic,nz3drx,68,68,48,0.1308322494,128.5768951,0.595745104,0
2016p929707,,2016-12-09T23:47:52.865Z,2016-12-09T23:49:40.329Z,171.7482494,-42.70929525,2.319360658,9.21875,M,,NonLinLoc,,automatic,nz3drx,15,15,2,0.2237568858,95.52973643,0.7682675132,0
2016p929698,,2016-12-09T23:43:25.110Z,2016-12-09T23:45:35.103Z,173.6779281,-42.18436051,2.433698378,29.84375,M,,NonLinLoc,,automatic,nz3drx,26,26,9,0.2540336601,133.9836008,0.9928541825,0
2016p929678,,2016-12-09T23:32:30.152Z,2016-12-09T23:34:43.158Z,176.9356691,-37.6850944,2.432429848,45.3125,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.5868352391,128.5527785,0.7674699857,0
2016p929671,,2016-12-09T23:29:03.556Z,2016-12-09T23:32:06.122Z,172.8256225,-42.72375275,2.917365583,21.40625,M,,NonLinLoc,,automatic,nz3drx,27,27,15,0.2880270209,88.08230763,0.9056562529,0
2016p929651,,2016-12-09T23:18:31.252Z,2016-12-09T23:20:18.199Z,174.2569463,-41.7674843,2.539198142,18.59375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.03594603486,141.9294044,0.5790527198,0
2016p929642,,2016-12-09T23:13:43.169Z,2016-12-09T23:16:58.507Z,174.9887746,-39.37405112,2.719607983,29.84375,M,,NonLinLoc,,automatic,nz3drx,62,62,40,0.2903690988,35.90439282,0.6482881767,0
2016p929628,,2016-12-09T23:06:03.616Z,2016-12-09T23:07:03.910Z,167.4270904,-45.63013816,2.754466718,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.2612859849,104.40086,0.4228606058,0
2016p929618,,2016-12-09T23:01:00.534Z,2016-12-09T23:03:11.251Z,174.0146838,-42.50617231,2.307946772,20.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.3614585467,192.3294048,1.15982688,0
2016p929610,,2016-12-09T22:56:37.135Z,2016-12-09T23:02:36.065Z,173.7047388,-42.40874503,2.564689071,20.46875,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.1226104313,169.5909353,0.9165717458,0
2016p929600,,2016-12-09T22:51:05.193Z,2016-12-09T23:00:36.505Z,173.7363621,-42.4063261,2.51800732,20.46875,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.1460817139,149.2710153,1.157762168,0
2016p929586,,2016-12-09T22:43:28.636Z,2016-12-09T22:45:37.599Z,173.4459954,-42.50136248,2.238144451,17.65625,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.1098103784,154.1558072,0.6503358403,0
2016p929576,,2016-12-09T22:38:34.346Z,2016-12-09T22:41:01.275Z,170.8485901,-43.2989877,2.624888742,9.453125,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.239399335,71.20241326,0.7343501995,0
2016p929572,,2016-12-09T22:36:26.938Z,2016-12-09T22:38:34.302Z,173.6523353,-42.50234008,2.357374011,19.0625,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1197469295,187.8011421,0.9311796467,0
2016p929555,,2016-12-09T22:27:16.026Z,2016-12-09T22:29:46.261Z,174.4220693,-41.69559251,2.674381745,14.84375,M,,NonLinLoc,,automatic,nz3drx,32,32,20,0.1655471577,143.9425546,0.8779495415,0
2016p929550,,2016-12-09T22:24:17.938Z,2016-12-09T22:25:56.346Z,175.6650814,-39.31039923,0.9353743006,5.234375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.05551978941,107.5262412,0.8248319717,0
2016p929534,,2016-12-09T22:15:42.683Z,2016-12-09T22:17:26.020Z,174.3654213,-41.66056561,2.056483721,10.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1456108572,137.1318912,0.5281644119,0
2016p929531,,2016-12-09T22:14:14.868Z,2016-12-09T22:16:32.623Z,174.0680624,-42.32085926,2.533007909,24.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.4030918883,194.6589871,0.7101511033,0
