ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11088605,JA432641,09/15/2017 04:50:00 PM,017XX W 59TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0714,007,15,67,05,1165938,1865573,2017,09/22/2017 03:51:38 PM,41.786713782,-87.66712436,"(41.786713782, -87.66712436)"
11088628,JA432797,09/15/2017 05:09:00 PM,068XX S BISHOP ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0725,007,17,67,05,1167846,1859364,2017,09/22/2017 03:51:38 PM,41.769634728,-87.66030679,"(41.769634728, -87.66030679)"
11088644,JA432763,09/15/2017 10:30:00 AM,069XX S KIMBARK AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0321,003,5,69,05,1185932,1859269,2017,09/22/2017 03:51:38 PM,41.768966549,-87.594015174,"(41.768966549, -87.594015174)"
11088649,JA432085,09/15/2017 09:35:00 AM,073XX S WHIPPLE ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0835,008,18,66,05,1157309,1855866,2017,09/22/2017 03:51:38 PM,41.760255454,-87.699025547,"(41.760255454, -87.699025547)"
11088672,JA432772,09/15/2017 08:00:00 AM,022XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2212,022,19,75,05,1163198,1830971,2017,09/22/2017 03:51:38 PM,41.691818411,-87.678136584,"(41.691818411, -87.678136584)"
11088694,JA432687,09/15/2017 01:00:00 PM,022XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2212,022,19,75,05,1163198,1830971,2017,09/22/2017 03:51:38 PM,41.691818411,-87.678136584,"(41.691818411, -87.678136584)"
11088724,JA432444,09/15/2017 02:10:00 PM,041XX W CHICAGO AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,1111,011,37,23,03,1148752,1905021,2017,09/22/2017 03:51:38 PM,41.895312437,-87.72912049,"(41.895312437, -87.72912049)"
11088728,JA432497,09/15/2017 07:50:00 AM,044XX S WELLS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0925,009,3,37,05,1175361,1875330,2017,09/22/2017 03:51:38 PM,41.813282397,-87.632283004,"(41.813282397, -87.632283004)"
11088789,JA432852,09/15/2017 06:30:00 AM,050XX N ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2032,020,46,3,05,1164753,1933357,2017,09/22/2017 03:51:38 PM,41.97274375,-87.669546979,"(41.97274375, -87.669546979)"
11088819,JA432909,09/15/2017 06:00:00 PM,041XX S ARTESIAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0921,009,12,58,05,1160706,1877223,2017,09/22/2017 03:51:38 PM,41.818792512,-87.68598602,"(41.818792512, -87.68598602)"
11088821,JA432768,09/15/2017 06:55:00 AM,028XX N HARDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2523,025,30,21,05,1149560,1918628,2017,09/22/2017 03:51:38 PM,41.932635686,-87.725798878,"(41.932635686, -87.725798878)"
11088836,JA432926,09/15/2017 02:00:00 PM,003XX E 76TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0623,006,6,69,05,1179971,1854700,2017,09/22/2017 03:51:38 PM,41.756567256,-87.616004765,"(41.756567256, -87.616004765)"
11088838,JA432963,09/15/2017 08:30:00 AM,014XX E 69TH PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0332,003,5,43,05,1186937,1859196,2017,09/22/2017 03:51:38 PM,41.768742465,-87.590333693,"(41.768742465, -87.590333693)"
11088857,JA432984,09/15/2017 08:36:00 PM,028XX W CULLERTON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1023,010,12,30,05,1157672,1890271,2017,09/22/2017 03:51:38 PM,41.854659935,-87.696761171,"(41.854659935, -87.696761171)"
11088880,JA433003,09/15/2017 09:00:00 PM,015XX W GARFIELD BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,0934,009,16,61,03,1167189,1868262,2017,09/22/2017 03:51:38 PM,41.79406603,-87.662460592,"(41.79406603, -87.662460592)"
11088891,JA432554,09/15/2017 08:10:00 AM,069XX S CORNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0332,003,5,43,05,1188551,1859270,2017,09/22/2017 03:51:38 PM,41.768907115,-87.584415297,"(41.768907115, -87.584415297)"
11088902,JA432894,09/15/2017 07:00:00 PM,013XX N PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,2535,025,27,23,03,1149478,1908442,2017,09/22/2017 03:51:38 PM,41.904685949,-87.726365155,"(41.904685949, -87.726365155)"
11088933,JA433096,09/15/2017 08:00:00 AM,071XX S RIDGELAND AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0324,003,5,43,05,1189103,1858037,2017,09/22/2017 03:51:38 PM,41.765510452,-87.582431423,"(41.765510452, -87.582431423)"
11088936,JA433126,09/15/2017 02:02:00 PM,016XX W 66TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0725,007,15,67,05,1166360,1860940,2017,09/22/2017 03:51:38 PM,41.773991258,-87.665708969,"(41.773991258, -87.665708969)"
11089004,JA432846,09/15/2017 06:30:00 PM,014XX W ALBION AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2432,024,40,1,03,1165316,1943942,2017,09/22/2017 03:51:38 PM,42.001777304,-87.667173973,"(42.001777304, -87.667173973)"
11089009,JA433021,09/15/2017 09:14:00 PM,015XX E 67TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,DRUG STORE,true,false,0332,003,5,43,03,1187705,1860871,2017,09/22/2017 03:51:38 PM,41.773320568,-87.587465382,"(41.773320568, -87.587465382)"
11089110,JA433059,09/15/2017 10:20:00 PM,008XX W 33RD PL,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0913,009,11,60,03,1171213,1882781,2017,09/22/2017 03:51:38 PM,41.833820506,-87.647279767,"(41.833820506, -87.647279767)"
11089114,JA433240,09/15/2017 08:00:00 AM,007XX W LAKE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1224,012,27,28,05,1171210,1901678,2017,09/22/2017 03:51:38 PM,41.885675419,-87.646736286,"(41.885675419, -87.646736286)"
11089189,JA433485,09/15/2017 08:00:00 PM,089XX S ESCANABA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0423,004,10,46,05,1196944,1846163,2017,09/22/2017 03:51:38 PM,41.732735883,-87.554086402,"(41.732735883, -87.554086402)"
11089219,JA433483,09/15/2017 06:10:00 PM,080XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0621,006,21,71,05,1171040,1851585,2017,09/22/2017 03:51:38 PM,41.748218977,-87.648825906,"(41.748218977, -87.648825906)"
11089285,JA432097,09/15/2017 09:46:00 AM,032XX W CERMAK RD,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,false,false,1022,010,24,30,03,1154922,1889189,2017,09/22/2017 03:51:38 PM,41.851746305,-87.706883856,"(41.851746305, -87.706883856)"
11089295,JA433027,09/15/2017 12:00:00 PM,025XX W 70TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0832,008,18,66,05,1160744,1858156,2017,09/22/2017 03:51:38 PM,41.766469355,-87.686372989,"(41.766469355, -87.686372989)"
11089301,JA432911,09/15/2017 02:15:00 PM,050XX S KEATING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0815,008,23,56,05,1145545,1870766,2017,09/22/2017 03:51:38 PM,41.801373488,-87.741765789,"(41.801373488, -87.741765789)"
11089348,JA432389,09/15/2017 11:50:00 AM,082XX S MUSKEGON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,false,false,0423,004,7,46,03,1196593,1850963,2017,09/22/2017 03:51:38 PM,41.745916179,-87.555213253,"(41.745916179, -87.555213253)"
11089376,JA433528,09/15/2017 07:30:00 AM,056XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0225,002,20,40,05,1178117,1867739,2017,09/22/2017 03:51:38 PM,41.79238986,-87.62240425,"(41.79238986, -87.62240425)"
11089383,JA433515,09/15/2017 08:05:00 PM,0000X W GRAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,false,false,1831,018,42,8,05,1176088,1903898,2017,09/22/2017 03:51:38 PM,41.891658724,-87.628756537,"(41.891658724, -87.628756537)"
11089385,JA433523,09/15/2017 05:30:00 PM,023XX N STOCKTON DR,0610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,false,false,1814,018,43,7,05,1174056,1916083,2017,09/22/2017 03:51:38 PM,41.9251405,-87.63585519,"(41.9251405, -87.63585519)"
11089459,JA433851,09/15/2017 11:00:00 PM,027XX W ESTES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2411,024,50,2,05,1156893,1946985,2017,09/22/2017 03:51:38 PM,42.010303052,-87.698078055,"(42.010303052, -87.698078055)"
11089467,JA433819,09/15/2017 08:00:00 PM,021XX N KEDZIE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1414,014,35,22,05,1154694,1914034,2017,09/22/2017 03:51:38 PM,41.919928005,-87.70705518,"(41.919928005, -87.70705518)"
11089485,JA432099,09/15/2017 08:45:00 AM,040XX N BROADWAY,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,1915,019,46,3,03,1169915,1926892,2017,09/22/2017 03:51:38 PM,41.954892271,-87.650754774,"(41.954892271, -87.650754774)"
11089530,JA433882,09/15/2017 06:30:00 PM,003XX S DESPLAINES ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0121,001,2,28,03,1171979,1898825,2017,09/22/2017 03:51:38 PM,41.877829681,-87.643996539,"(41.877829681, -87.643996539)"
11089840,JA433279,09/15/2017 02:30:00 AM,006XX W ELM ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1822,018,27,8,05,1171681,1907858,2017,09/22/2017 03:51:38 PM,41.90262336,-87.644824581,"(41.90262336, -87.644824581)"
11090292,JA434822,09/15/2017 02:00:00 PM,068XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0832,008,15,66,05,1160885,1859321,2017,09/22/2017 03:51:38 PM,41.769663372,-87.685824021,"(41.769663372, -87.685824021)"
11090703,JA435280,09/15/2017 08:00:00 PM,014XX N LARRABEE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1821,018,43,8,05,1172070,1909747,2017,09/22/2017 03:51:38 PM,41.907798303,-87.643339918,"(41.907798303, -87.643339918)"
11091337,JA436204,09/15/2017 12:00:00 PM,061XX S WASHTENAW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0825,008,15,66,05,1159427,1863910,2017,09/22/2017 03:51:38 PM,41.782286241,-87.691042805,"(41.782286241, -87.691042805)"
11091378,JA436352,09/15/2017 11:10:00 PM,008XX W EASTMAN ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,1822,018,32,8,05,1170239,1909604,2017,09/22/2017 03:51:38 PM,41.907446122,-87.650070174,"(41.907446122, -87.650070174)"
11091448,JA436521,09/15/2017 08:45:00 PM,0000X N DEARBORN ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0112,001,42,32,05,1175932,1900659,2017,09/22/2017 03:51:38 PM,41.882774244,-87.629427024,"(41.882774244, -87.629427024)"
11091944,JA433076,09/15/2017 10:13:00 PM,022XX N MC VICKER AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,false,false,2512,025,29,19,03,,,2017,09/22/2017 03:51:38 PM,,,
11091949,JA436920,09/15/2017 11:30:00 AM,026XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1222,012,2,27,03,1158579,1899912,2017,09/22/2017 03:51:38 PM,41.881097305,-87.693168198,"(41.881097305, -87.693168198)"
23578,JA432189,09/15/2017 11:58:00 AM,064XX S TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0825,008,15,66,01A,1159819,1861763,2017,09/22/2017 03:51:38 PM,41.776386527,-87.689664535,"(41.776386527, -87.689664535)"
23579,JA432970,09/15/2017 10:17:00 PM,047XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0922,009,14,58,01A,1158834,1873224,2017,09/22/2017 03:51:38 PM,41.807857248,-87.692962549,"(41.807857248, -87.692962549)"
23580,JA432970,09/15/2017 10:18:00 PM,047XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0922,009,14,58,01A,1158834,1873224,2017,09/22/2017 03:51:38 PM,41.807857248,-87.692962549,"(41.807857248, -87.692962549)"
23581,JA432970,09/15/2017 10:19:00 PM,047XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0922,009,14,58,01A,1158834,1873224,2017,09/22/2017 03:51:38 PM,41.807857248,-87.692962549,"(41.807857248, -87.692962549)"
23582,JA432970,09/15/2017 10:20:00 PM,047XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0922,009,14,58,01A,1158834,1873224,2017,09/22/2017 03:51:38 PM,41.807857248,-87.692962549,"(41.807857248, -87.692962549)"
11088981,JA433172,09/16/2017 12:30:00 AM,054XX S KOMENSKY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0815,008,23,62,05,1150294,1868228,2017,09/23/2017 03:49:54 PM,41.794317826,-87.724415167,"(41.794317826, -87.724415167)"
11089037,JA433159,09/16/2017 12:00:00 AM,015XX S CENTRAL PARK AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1014,010,24,29,03,1152621,1892306,2017,09/23/2017 03:49:54 PM,41.860345472,-87.715246819,"(41.860345472, -87.715246819)"
11080026,JA421988,09/06/2017 09:50:00 AM,018XX W 18TH ST,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,true,false,1234,012,25,31,05,1164467,1891435,2017,09/23/2017 03:48:09 PM,41.857713118,-87.671787734,"(41.857713118, -87.671787734)"
11089057,JA433282,09/16/2017 02:45:00 AM,011XX N WOOD ST,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,false,false,1213,012,1,24,03,1164190,1907563,2017,09/23/2017 03:49:54 PM,41.901975542,-87.672348554,"(41.901975542, -87.672348554)"
11089063,JA433227,09/16/2017 01:15:00 AM,041XX N LONG AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1624,016,38,15,03,1139616,1926816,2017,09/23/2017 03:49:54 PM,41.95529191,-87.762141971,"(41.95529191, -87.762141971)"
11089066,JA433202,09/16/2017 01:05:00 AM,044XX N MANGO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1622,016,38,15,03,1137208,1929039,2017,09/23/2017 03:49:54 PM,41.961435736,-87.770940753,"(41.961435736, -87.770940753)"
11089077,JA433315,09/16/2017 03:06:00 AM,021XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,false,false,1235,012,25,31,05,1171362,1890005,2017,09/23/2017 03:49:54 PM,41.853640515,-87.646521083,"(41.853640515, -87.646521083)"
11089092,JA433305,09/16/2017 03:53:00 AM,023XX N OAKLEY AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1432,014,32,22,03,1160631,1915756,2017,09/23/2017 03:49:54 PM,41.924532245,-87.685193817,"(41.924532245, -87.685193817)"
11089119,JA433342,09/16/2017 05:23:00 AM,004XX W FULLERTON PKWY,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1935,019,43,7,03,1173013,1916241,2017,09/23/2017 03:49:54 PM,41.925597275,-87.639682923,"(41.925597275, -87.639682923)"
11089127,JA433346,09/16/2017 05:00:00 AM,089XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2222,022,21,73,03,1170554,1845445,2017,09/23/2017 03:49:54 PM,41.731380566,-87.650785216,"(41.731380566, -87.650785216)"
11089155,JA433347,09/16/2017 05:45:00 AM,020XX N CALIFORNIA AVE,0330,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,false,false,1414,014,35,22,03,1157378,1913344,2017,09/23/2017 03:49:54 PM,41.917980381,-87.697212498,"(41.917980381, -87.697212498)"
11089193,JA433462,09/16/2017 09:00:00 AM,048XX N ELSTON AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1712,017,39,14,03,1145348,1931703,2017,09/23/2017 03:49:54 PM,41.968595458,-87.740945571,"(41.968595458, -87.740945571)"
11089210,JA433446,09/16/2017 08:38:00 AM,015XX N HUMBOLDT DR,031A,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,false,false,1423,014,26,24,03,1156247,1909911,2017,09/23/2017 03:49:54 PM,41.908582891,-87.701460788,"(41.908582891, -87.701460788)"
11089198,JA433375,09/16/2017 04:00:00 AM,087XX S WINCHESTER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2221,022,21,71,05,1165133,1846661,2017,09/27/2017 03:46:29 PM,41.734833705,-87.670610132,"(41.734833705, -87.670610132)"
11089287,JA433530,09/16/2017 10:15:00 AM,107XX S WENTWORTH AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0513,005,34,49,03,1176846,1833909,2017,09/23/2017 03:49:54 PM,41.699584978,-87.628081503,"(41.699584978, -87.628081503)"
11089296,JA433336,09/16/2017 04:15:00 AM,021XX N PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2525,025,30,20,03,1149371,1913739,2017,09/23/2017 03:49:54 PM,41.919223505,-87.726620563,"(41.919223505, -87.726620563)"
11089443,JA433759,09/16/2017 01:15:00 PM,001XX N LOTUS AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,1523,015,28,25,03,1139929,1900507,2017,09/23/2017 03:49:54 PM,41.883091389,-87.761636064,"(41.883091389, -87.761636064)"
11089465,JA433388,09/16/2017 01:00:00 AM,052XX S GREEN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0934,009,3,61,05,1171522,1870194,2017,09/23/2017 03:49:54 PM,41.799273759,-87.646515126,"(41.799273759, -87.646515126)"
11089482,JA433862,09/16/2017 09:30:00 AM,051XX W BYRON ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1634,016,45,15,05,1141376,1925435,2017,09/23/2017 03:49:54 PM,41.951469949,-87.755705998,"(41.951469949, -87.755705998)"
11089489,JA433715,09/16/2017 12:01:00 AM,010XX W ROSCOE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1924,019,44,6,05,1168817,1922753,2017,09/23/2017 03:49:54 PM,41.943558617,-87.654911625,"(41.943558617, -87.654911625)"
11089507,JA433961,09/16/2017 03:00:00 AM,046XX S KEATING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0815,008,23,56,05,1145472,1873412,2017,09/23/2017 03:49:54 PM,41.808635902,-87.741966744,"(41.808635902, -87.741966744)"
11089524,JA433902,09/16/2017 01:20:00 AM,069XX S ROCKWELL ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0832,008,18,66,05,1160240,1858496,2017,09/23/2017 03:49:54 PM,41.767412753,-87.688211002,"(41.767412753, -87.688211002)"
11089591,JA433897,09/16/2017 03:00:00 PM,041XX W JACKSON BLVD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,false,false,1132,011,28,26,03,1148740,1898362,2017,09/23/2017 03:49:54 PM,41.87703964,-87.729336704,"(41.87703964, -87.729336704)"
11089612,JA434038,09/16/2017 03:30:00 PM,005XX N AVERS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1122,011,27,23,05,1150629,1903249,2017,09/23/2017 03:49:54 PM,41.890413406,-87.722273029,"(41.890413406, -87.722273029)"
11089620,JA434123,09/16/2017 05:59:00 PM,0000X N STATE ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,false,false,0112,001,42,32,03,1176364,1900524,2017,09/23/2017 03:49:54 PM,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
11089645,JA433881,09/16/2017 12:30:00 PM,030XX N SEMINARY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1933,019,44,6,05,1168420,1920389,2017,09/23/2017 03:49:54 PM,41.937080307,-87.656439409,"(41.937080307, -87.656439409)"
11089670,JA434191,09/16/2017 06:25:00 PM,036XX W CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1112,011,27,23,03,1151823,1905092,2017,09/23/2017 03:49:54 PM,41.895447368,-87.717839515,"(41.895447368, -87.717839515)"
11089732,JA433966,09/16/2017 03:45:00 PM,061XX N HOYNE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2413,024,40,2,03,1161221,1940485,2017,09/23/2017 03:49:54 PM,41.992377623,-87.682335613,"(41.992377623, -87.682335613)"
11089755,JA433884,09/16/2017 02:40:00 PM,070XX S SOUTH CHICAGO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0321,003,6,42,03,1182219,1858647,2017,09/23/2017 03:49:54 PM,41.767346495,-87.607644321,"(41.767346495, -87.607644321)"
11089763,JA433316,09/16/2017 04:00:00 AM,003XX W ERIE ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1831,018,42,8,03,1174002,1904719,2017,09/23/2017 03:49:54 PM,41.893958342,-87.636392893,"(41.893958342, -87.636392893)"
11089778,JA434147,09/16/2017 07:00:00 AM,069XX S CORNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0332,003,5,43,05,1188549,1859352,2017,09/23/2017 03:49:54 PM,41.769132178,-87.584420011,"(41.769132178, -87.584420011)"
11089816,JA434062,09/16/2017 02:00:00 AM,008XX W BELMONT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,true,1924,019,44,6,03,1170308,1921460,2017,09/23/2017 03:49:54 PM,41.93997806,-87.649469376,"(41.93997806, -87.649469376)"
11089832,JA434279,09/16/2017 07:30:00 PM,003XX W 124TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,34,53,05,1176062,1822696,2017,09/23/2017 03:49:54 PM,41.668832369,-87.631286734,"(41.668832369, -87.631286734)"
11089846,JA434302,09/16/2017 08:33:00 PM,113XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2211,022,19,74,03,1151734,1829108,2017,09/23/2017 03:49:54 PM,41.68693759,-87.720156809,"(41.68693759, -87.720156809)"
11089849,JA434411,09/16/2017 01:00:00 PM,058XX N MAGNOLIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2013,020,48,77,05,1166907,1938747,2017,09/23/2017 03:49:54 PM,41.987487995,-87.661470865,"(41.987487995, -87.661470865)"
11089894,JA434385,09/16/2017 10:05:00 PM,041XX W JACKSON BLVD,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,1115,011,28,26,03,1148795,1898364,2017,09/23/2017 03:49:54 PM,41.877044066,-87.729134707,"(41.877044066, -87.729134707)"
11089897,JA434484,09/16/2017 11:50:00 PM,009XX E 52ND ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0233,002,4,41,03,1183537,1870870,2017,09/23/2017 03:49:54 PM,41.800856869,-87.602432506,"(41.800856869, -87.602432506)"
11089933,JA434356,09/16/2017 09:30:00 PM,015XX W 91ST ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2221,022,21,73,03,1167518,1844382,2017,09/23/2017 03:49:54 PM,41.728529063,-87.661937617,"(41.728529063, -87.661937617)"
11089960,JA433338,09/16/2017 04:45:00 AM,011XX N LEAVITT ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1212,012,32,24,03,1161525,1907774,2017,09/23/2017 03:49:54 PM,41.902610472,-87.682131566,"(41.902610472, -87.682131566)"
11089986,JA434393,09/16/2017 10:16:00 PM,023XX N OAKLEY AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,1432,014,32,22,03,1160642,1915416,2017,09/23/2017 03:49:54 PM,41.923599033,-87.685162841,"(41.923599033, -87.685162841)"
11090097,JA433782,09/16/2017 12:45:00 PM,053XX W RACE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1523,015,37,25,03,1140761,1903039,2017,09/23/2017 03:49:54 PM,41.890024262,-87.758518592,"(41.890024262, -87.758518592)"
11090185,JA434862,09/16/2017 04:00:00 PM,031XX N PARKSIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2514,025,30,19,05,1138153,1920352,2017,09/23/2017 03:49:54 PM,41.93758068,-87.767677149,"(41.93758068, -87.767677149)"
11090230,JA434799,09/16/2017 11:00:00 PM,011XX W ROSCOE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1924,019,44,6,05,1168134,1922733,2017,09/23/2017 03:49:54 PM,41.943518542,-87.657422572,"(41.943518542, -87.657422572)"
11090287,JA434989,09/16/2017 09:00:00 PM,093XX S LOOMIS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2222,022,21,73,05,1168636,1842809,2017,09/23/2017 03:49:54 PM,41.724188515,-87.657887352,"(41.724188515, -87.657887352)"
11090403,JA434407,09/16/2017 10:44:00 PM,043XX W CRYSTAL ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2534,025,37,23,05,1147288,1907975,2017,09/23/2017 03:49:54 PM,41.903446693,-87.734421711,"(41.903446693, -87.734421711)"
11090444,JA433686,09/16/2017 04:00:00 AM,017XX W PRATT BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,2432,024,49,1,03,1163362,1945216,2017,09/23/2017 03:49:54 PM,42.005314684,-87.674326391,"(42.005314684, -87.674326391)"
11090617,JA435357,09/16/2017 04:00:00 PM,079XX S EBERHART AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0624,006,6,44,05,1180952,1852394,2017,09/23/2017 03:49:54 PM,41.750216839,-87.612480426,"(41.750216839, -87.612480426)"
11090796,JA434689,09/16/2017 09:00:00 PM,039XX N ALBANY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1733,017,33,16,05,1155018,1926050,2017,09/23/2017 03:49:54 PM,41.952894298,-87.705541446,"(41.952894298, -87.705541446)"
